UNIQUE_KEY,SANMAR_MAINFRAME_COLOR
255012,Black
255013,Black
255014,Black
255015,Black
255021,Cardinal Red
255022,Cardinal Red
255023,Cardinal Red
255024,Cardinal Red
255025,Cardinal Red
255031,Daisy
255032,Daisy
255033,Daisy
255034,Daisy
255035,Daisy
255041,Forest
255042,Forest
255043,Forest
255044,Forest
255045,Forest
255051,Gold
255052,Gold
255053,Gold
255054,Gold
255055,Gold
255061,Heliconia
255062,Heliconia
255063,Heliconia
255064,Heliconia
255065,Heliconia
255071,Indigo Blue
255072,Indigo Blue
255073,Indigo Blue
255074,Indigo Blue
255075,Indigo Blue
255081,Iris
255082,Iris
255083,Iris
255084,Iris
255085,Iris
255091,Jade Dome
255092,Jade Dome
255093,Jade Dome
255094,Jade Dome
255095,Jade Dome
255101,Kelly Green
255102,Kelly Green
255103,Kelly Green
255104,Kelly Green
255105,Kelly Green
255121,Light Blue
255122,Light Blue
255123,Light Blue
255124,Light Blue
255125,Light Blue
255131,Light Pink
255132,Light Pink
255133,Light Pink
255134,Light Pink
255135,Light Pink
255141,Lime
255142,Lime
255143,Lime
255144,Lime
255145,Lime
255151,Maroon
255152,Maroon
255153,Maroon
255154,Maroon
255155,Maroon
255161,Navy
255162,Navy
255163,Navy
255164,Navy
255165,Navy
255171,Orange
255172,Orange
255173,Orange
255174,Orange
255175,Orange
255191,Purple
255192,Purple
255193,Purple
255194,Purple
255195,Purple
255201,Red
255202,Red
255203,Red
255204,Red
255205,Red
255211,Royal
255212,Royal
255213,Royal
255214,Royal
255215,Royal
255221,Sand
255222,Sand
255223,Sand
255224,Sand
255225,Sand
255231,Sapphire
255232,Sapphire
255233,Sapphire
255234,Sapphire
255235,Sapphire
305581,Irish Green
305582,Irish Green
305583,Irish Green
305584,Irish Green
305585,Irish Green
570111,Safety Green
570112,Safety Green
570113,Safety Green
570114,Safety Green
570115,Safety Green
570121,S Orange
570122,S Orange
570123,S Orange
570124,S Orange
570125,S Orange
704151,Charcoal
704152,Charcoal
704153,Charcoal
704154,Charcoal
704155,Charcoal
704161,Carolina Blue
704162,Carolina Blue
704163,Carolina Blue
704164,Carolina Blue
704165,Carolina Blue
704201,Cherry Red
704202,Cherry Red
704203,Cherry Red
704204,Cherry Red
704205,Cherry Red
777061,Safety Pink
777062,Safety Pink
777063,Safety Pink
777064,Safety Pink
777065,Safety Pink
912381,Mint Green
912382,Mint Green
912383,Mint Green
912384,Mint Green
912385,Mint Green
571681,Black
571682,Black
571683,Black
571684,Black
571685,Black
571741,Black
571752,Black
571791,Light Pink
571792,Light Pink
571793,Light Pink
571794,Light Pink
571795,Light Pink
571801,Light Pink
571812,Light Pink
571821,Navy
571822,Navy
571823,Navy
571824,Navy
571825,Navy
571831,Navy
571842,Navy
571851,Pistachio
571852,Pistachio
571853,Pistachio
571854,Pistachio
571855,Pistachio
571861,Pistachio
571871,Red
571872,Red
571873,Red
571874,Red
571875,Red
571881,Red
571892,Red
571931,Sport Grey
571932,Sport Grey
571933,Sport Grey
571934,Sport Grey
571935,Sport Grey
571941,Sport Grey
571952,Sport Grey
571961,White
571962,White
571963,White
571964,White
571965,White
571971,White
571982,White
628152,Pistachio
663211,Dark Heather
663212,Dark Heather
663213,Dark Heather
663214,Dark Heather
663215,Dark Heather
663221,Dark Heather
663232,Dark Heather
663271,Heliconia
663272,Heliconia
663273,Heliconia
663274,Heliconia
663275,Heliconia
663281,Heliconia
663292,Heliconia
663301,Light Blue
663302,Light Blue
663303,Light Blue
663304,Light Blue
663305,Light Blue
663311,Light Blue
663322,Light Blue
704461,Iris
704462,Iris
704463,Iris
704464,Iris
704465,Iris
704471,Iris
704482,Iris
704491,Purple
704492,Purple
704493,Purple
704494,Purple
704495,Purple
704501,Purple
704512,Purple
704551,Royal
704552,Royal
704553,Royal
704554,Royal
704555,Royal
704561,Royal
704572,Royal
774411,Charcoal
774412,Charcoal
774413,Charcoal
774414,Charcoal
774415,Charcoal
774421,Charcoal
774432,Charcoal
774441,Daisy
774442,Daisy
774443,Daisy
774444,Daisy
774445,Daisy
774451,Daisy
774462,Daisy
774471,Irish Green
774472,Irish Green
774473,Irish Green
774474,Irish Green
774475,Irish Green
774481,Irish Green
774492,Irish Green
774561,Safety Pink
774562,Safety Pink
774563,Safety Pink
774564,Safety Pink
774565,Safety Pink
774571,Safety Pink
774582,Safety Pink
943221,Mint Green
943222,Mint Green
943223,Mint Green
943224,Mint Green
943225,Mint Green
943231,Mint Green
943242,Mint Green
943251,Sapphire
943252,Sapphire
943253,Sapphire
943254,Sapphire
943255,Sapphire
943261,Sapphire
943272,Sapphire
334901,Black
334902,Black
334903,Black
334904,Black
334905,Black
334911,Black
334922,Black
334933,Black
334941,White
334942,White
334943,White
334944,White
334945,White
334951,White
334962,White
334973,White
334981,Midnight Navy
334982,Midnight Navy
334983,Midnight Navy
334984,Midnight Navy
334985,Midnight Navy
334991,Midnight Navy
335002,Midnight Navy
335013,Midnight Navy
335021,Team Red
335022,Team Red
335023,Team Red
335024,Team Red
335025,Team Red
335031,Team Red
335042,Team Red
335053,Team Red
335061,Vivid Green
335062,Vivid Green
335063,Vivid Green
335064,Vivid Green
335065,Vivid Green
335071,Vivid Green
335082,Vivid Green
335093,Vivid Green
335101,University Blu
335102,University Blu
335103,University Blu
335104,University Blu
335105,University Blu
335111,University Blu
335122,University Blu
335133,University Blu
335141,Orange Blaze
335142,Orange Blaze
335143,Orange Blaze
335144,Orange Blaze
335145,Orange Blaze
335151,Orange Blaze
335162,Orange Blaze
335173,Orange Blaze
374191,Olive Khaki
374192,Olive Khaki
374193,Olive Khaki
374194,Olive Khaki
374195,Olive Khaki
374201,Olive Khaki
374212,Olive Khaki
374223,Olive Khaki
432841,Pro Red
432842,Pro Red
432843,Pro Red
432844,Pro Red
432845,Pro Red
432851,Pro Red
432862,Pro Red
432873,Pro Red
684651,Lucky Green
684652,Lucky Green
684653,Lucky Green
684654,Lucky Green
684655,Lucky Green
684661,Lucky Green
684672,Lucky Green
684683,Lucky Green
684691,Varsity Purple
684692,Varsity Purple
684693,Varsity Purple
684694,Varsity Purple
684695,Varsity Purple
684701,Varsity Purple
684712,Varsity Purple
684723,Varsity Purple
684731,Varsity Royal
684732,Varsity Royal
684733,Varsity Royal
684734,Varsity Royal
684735,Varsity Royal
684741,Varsity Royal
684752,Varsity Royal
684763,Varsity Royal
335182,Black
335183,Black
335184,Black
335185,Black
335191,Black
335201,White
335212,White
335213,White
335214,White
335215,White
335222,Midnight Navy
335223,Midnight Navy
335224,Midnight Navy
335225,Midnight Navy
335231,Midnight Navy
335242,Team Red
335243,Team Red
335244,Team Red
335245,Team Red
335251,Team Red
335262,Vivid Green
335263,Vivid Green
335264,Vivid Green
335265,Vivid Green
335271,Vivid Green
335282,University Blu
335283,University Blu
335284,University Blu
335285,University Blu
335291,University Blu
335302,Orange Blaze
335303,Orange Blaze
335304,Orange Blaze
335305,Orange Blaze
335311,Orange Blaze
374232,Flamingo
374233,Flamingo
374234,Flamingo
374235,Flamingo
374241,Flamingo
684772,Lucky Green
684773,Lucky Green
684774,Lucky Green
684775,Lucky Green
684781,Lucky Green
684792,Pro Red
684793,Pro Red
684794,Pro Red
684795,Pro Red
684801,Pro Red
684812,Varsity Purple
684813,Varsity Purple
684814,Varsity Purple
684815,Varsity Purple
684821,Varsity Purple
684832,Varsity Royal
684833,Varsity Royal
684834,Varsity Royal
684835,Varsity Royal
684841,Varsity Royal
466512,True Red
466513,True Red
466514,True Red
466515,True Red
466521,True Red
466532,Royal
466533,Royal
466534,Royal
466535,Royal
466541,Royal
466572,Black
466573,Black
466574,Black
466575,Black
466592,White
466593,White
466594,White
466595,White
466601,White
466612,Safety Green
466613,Safety Green
466614,Safety Green
466615,Safety Green
466672,Navy
466673,Navy
466674,Navy
466675,Navy
473702,True Red
473722,White
864931,Black
864942,Black
864972,Charcoal Grey
864973,Charcoal Grey
864974,Charcoal Grey
864975,Charcoal Grey
864981,Charcoal Grey
864992,Charcoal Grey
865011,Safety Green
865022,Safety Green
865031,Navy
865042,Navy
865052,Royal
865062,Safety Orange
865063,Safety Orange
865064,Safety Orange
865065,Safety Orange
865071,Safety Orange
865082,Safety Orange
264022,White
264023,White
264024,White
264025,White
264031,White
264042,Ash Grey
264043,Ash Grey
264044,Ash Grey
264045,Ash Grey
264051,Ash Grey
264062,Sport Grey
264063,Sport Grey
264064,Sport Grey
264065,Sport Grey
264071,Sport Grey
264082,Black
264083,Black
264084,Black
264085,Black
264091,Black
264102,Navy
264103,Navy
264104,Navy
264105,Navy
264111,Navy
264122,Red
264123,Red
264124,Red
264125,Red
264131,Red
264142,Royal
264143,Royal
264144,Royal
264145,Royal
264151,Royal
864462,Cardinal Red
864463,Cardinal Red
864464,Cardinal Red
864465,Cardinal Red
864471,Cardinal Red
864482,Carolina Blue
864483,Carolina Blue
864484,Carolina Blue
864485,Carolina Blue
864491,Carolina Blue
864502,Charcoal
864503,Charcoal
864504,Charcoal
864505,Charcoal
864511,Charcoal
864522,Orange
864523,Orange
864524,Orange
864525,Orange
864531,Orange
864542,Purple
864543,Purple
864544,Purple
864545,Purple
864551,Purple
943302,Lime
943303,Lime
943304,Lime
943305,Lime
943311,Lime
943322,Sapphire
943323,Sapphire
943324,Sapphire
943325,Sapphire
943331,Sapphire
255262,White
255263,White
255264,White
255265,White
255271,White
255282,White
255293,White
255304,White
255312,Ash
255313,Ash
255314,Ash
255315,Ash
255321,Ash
255332,Ash
255342,Sport Grey
255343,Sport Grey
255344,Sport Grey
255345,Sport Grey
255351,Sport Grey
255362,Sport Grey
255373,Sport Grey
255384,Sport Grey
255392,Black
255393,Black
255394,Black
255395,Black
255401,Black
255412,Black
255423,Black
255434,Black
255442,Navy
255443,Navy
255444,Navy
255445,Navy
255451,Navy
255462,Navy
255473,Navy
255484,Navy
533712,Safety Green
533713,Safety Green
533714,Safety Green
533715,Safety Green
533721,Safety Green
533732,Safety Green
533743,Safety Green
533754,Safety Green
533762,S Orange
533763,S Orange
533764,S Orange
533765,S Orange
533771,S Orange
533782,S Orange
533793,S Orange
533804,S Orange
628173,Ash
628184,Ash
630592,FOREST
630593,FOREST
630594,FOREST
630595,FOREST
630601,FOREST
630612,FOREST
630622,RED
630623,RED
630624,RED
630625,RED
630631,RED
630642,RED
630652,SAND
630653,SAND
630654,SAND
630655,SAND
630671,SAND
630682,SAND
630692,ROYAL
630693,ROYAL
630694,ROYAL
630695,ROYAL
630701,ROYAL
630722,ROYAL
663332,Light Blue
663333,Light Blue
663334,Light Blue
663335,Light Blue
663341,Light Blue
663352,Light Blue
663363,Light Blue
663374,Light Blue
704212,Orange
704213,Orange
704214,Orange
704215,Orange
704221,Orange
704232,Orange
704243,Orange
704254,Orange
704262,Charcoal
704263,Charcoal
704264,Charcoal
704265,Charcoal
704271,Charcoal
704282,Charcoal
704293,Charcoal
704304,Charcoal
704412,Maroon
704413,Maroon
704414,Maroon
704415,Maroon
704421,Maroon
704432,Maroon
704443,Maroon
704454,Maroon
719313,FOREST
719324,FOREST
719333,RED
719344,RED
719353,ROYAL
719364,ROYAL
719373,SAND
719384,SAND
353931,Black
353932,Black
353933,Black
353934,Black
353935,Black
353941,Black
353952,Black
353963,Black
354011,Navy
354012,Navy
354013,Navy
354014,Navy
354015,Navy
354021,Navy
354032,Navy
354043,Navy
258522,White
258523,White
258524,White
258525,White
258542,Sport Grey
258543,Sport Grey
258544,Sport Grey
258545,Sport Grey
258552,Black
258553,Black
258554,Black
258555,Black
258562,Navy
258563,Navy
258564,Navy
258565,Navy
319152,Light Blue
319153,Light Blue
319154,Light Blue
319155,Light Blue
319162,Red
319163,Red
319164,Red
319165,Red
319172,Royal
319173,Royal
319174,Royal
319175,Royal
707582,Black
707583,Black
707584,Black
707585,Black
707591,Black
707602,Black
707613,Black
707624,Black
707632,Navy
707633,Navy
707634,Navy
707635,Navy
707641,Navy
707652,Navy
707663,Navy
707674,Navy
707682,Safety Green
707683,Safety Green
707684,Safety Green
707685,Safety Green
707691,Safety Green
707702,Safety Green
707713,Safety Green
707724,Safety Green
707732,Sport Grey
707733,Sport Grey
707734,Sport Grey
707735,Sport Grey
707741,Sport Grey
707752,Sport Grey
707763,Sport Grey
707774,Sport Grey
707782,S Orange
707783,S Orange
707784,S Orange
707785,S Orange
707791,S Orange
707802,S Orange
707813,S Orange
707824,S Orange
862562,White
862563,White
862564,White
862565,White
862571,White
862582,White
862633,White
862644,White
373701,Blk/Anthracite
373702,Blk/Anthracite
373703,Blk/Anthracite
373704,Blk/Anthracite
373705,Blk/Anthracite
373711,Blk/Anthracite
373722,Blk/Anthracite
373733,Blk/Anthracite
373741,Olv Khaki/Brch
373742,Olv Khaki/Brch
373743,Olv Khaki/Brch
373744,Olv Khaki/Brch
373745,Olv Khaki/Brch
373751,Olv Khaki/Brch
373762,Olv Khaki/Brch
373773,Olv Khaki/Brch
373781,Stn Blue/Birch
373782,Stn Blue/Birch
373783,Stn Blue/Birch
373784,Stn Blue/Birch
373785,Stn Blue/Birch
373791,Stn Blue/Birch
373802,Stn Blue/Birch
373813,Stn Blue/Birch
373871,Black
373872,Black
373873,Black
373874,Black
373875,Black
373881,Black
373892,Black
373903,Black
373911,White
373912,White
373913,White
373914,White
373915,White
373921,White
373932,White
373943,White
373951,Navy
373952,Navy
373953,Navy
373954,Navy
373955,Navy
373961,Navy
373972,Navy
373983,Navy
374031,Legend Blue
374032,Legend Blue
374033,Legend Blue
374034,Legend Blue
374035,Legend Blue
374041,Legend Blue
374052,Legend Blue
374063,Legend Blue
374111,Varsity Royal
374112,Varsity Royal
374113,Varsity Royal
374114,Varsity Royal
374115,Varsity Royal
374121,Varsity Royal
374132,Varsity Royal
374143,Varsity Royal
374151,Sport Red
374152,Sport Red
374153,Sport Red
374154,Sport Red
374155,Sport Red
374161,Sport Red
374172,Sport Red
374183,Sport Red
373181,Black
373182,Black
373183,Black
373184,Black
373185,Black
373191,Black
373202,Black
373213,Black
373221,White
373222,White
373223,White
373224,White
373225,White
373231,White
373242,White
373253,White
373261,Navy
373262,Navy
373263,Navy
373264,Navy
373265,Navy
373271,Navy
373282,Navy
373293,Navy
373341,Cornsilk
373342,Cornsilk
373343,Cornsilk
373344,Cornsilk
373345,Cornsilk
373351,Cornsilk
373362,Cornsilk
373373,Cornsilk
373381,Sport Red
373382,Sport Red
373383,Sport Red
373384,Sport Red
373385,Sport Red
373391,Sport Red
373402,Sport Red
373413,Sport Red
431341,Lake Blue
431342,Lake Blue
431343,Lake Blue
431344,Lake Blue
431345,Lake Blue
431351,Lake Blue
431362,Lake Blue
431373,Lake Blue
373823,Navy
373833,Birch
373853,White
373863,Black
1129243,Game Royal/Wht
1129253,Black/Gym Red
1129263,Anthracite
1129273,Cool Grey/Chrt
1129283,Black/White
1129293,White/Black
392271,White
392272,White
392273,White
392274,White
392275,White
392281,White
392292,White
392303,White
392311,Anthracite
392312,Anthracite
392313,Anthracite
392314,Anthracite
392315,Anthracite
392321,Anthracite
392332,Anthracite
392343,Anthracite
392351,Navy
392352,Navy
392353,Navy
392354,Navy
392355,Navy
392361,Navy
392372,Navy
392383,Navy
392391,Team Red
392392,Team Red
392393,Team Red
392394,Team Red
392395,Team Red
392401,Team Red
392412,Team Red
392423,Team Red
392431,Pacific Blue
392432,Pacific Blue
392433,Pacific Blue
392434,Pacific Blue
392435,Pacific Blue
392441,Pacific Blue
392452,Pacific Blue
392463,Pacific Blue
431141,Solar Orange
431142,Solar Orange
431143,Solar Orange
431144,Solar Orange
431145,Solar Orange
431151,Solar Orange
431162,Solar Orange
431173,Solar Orange
431181,Black
431182,Black
431183,Black
431184,Black
431185,Black
431191,Black
431202,Black
431213,Black
391951,White
391952,White
391953,White
391954,White
391955,White
391961,White
391972,White
391983,White
391991,Black
391992,Black
391993,Black
391994,Black
391995,Black
392001,Black
392012,Black
392023,Black
392031,Midnight Navy
392032,Midnight Navy
392033,Midnight Navy
392034,Midnight Navy
392035,Midnight Navy
392041,Midnight Navy
392052,Midnight Navy
392063,Midnight Navy
392071,Skyline Blue
392072,Skyline Blue
392073,Skyline Blue
392074,Skyline Blue
392075,Skyline Blue
392081,Skyline Blue
392092,Skyline Blue
392103,Skyline Blue
392111,Varsity Red
392112,Varsity Red
392113,Varsity Red
392114,Varsity Red
392115,Varsity Red
392121,Varsity Red
392132,Varsity Red
392143,Varsity Red
392151,French Blue
392152,French Blue
392153,French Blue
392154,French Blue
392155,French Blue
392161,French Blue
392172,French Blue
392183,French Blue
392191,Vivid Green
392192,Vivid Green
392193,Vivid Green
392194,Vivid Green
392195,Vivid Green
392201,Vivid Green
392212,Vivid Green
392223,Vivid Green
1314841,Court Blue
1314842,Court Blue
1314843,Court Blue
1314844,Court Blue
1314845,Court Blue
1314851,Court Blue
1314862,Court Blue
1314873,Court Blue
1314881,Light Blue
1314882,Light Blue
1314883,Light Blue
1314884,Light Blue
1314885,Light Blue
1314891,Light Blue
1314902,Light Blue
1314913,Light Blue
264162,White
264163,White
264164,White
264165,White
264171,White
264182,Sport Grey
264183,Sport Grey
264184,Sport Grey
264185,Sport Grey
264191,Sport Grey
264202,Black
264203,Black
264204,Black
264205,Black
264211,Black
264222,Navy
264223,Navy
264224,Navy
264225,Navy
264231,Navy
264242,Red
264243,Red
264244,Red
264245,Red
264251,Red
264262,Royal
264263,Royal
264264,Royal
264265,Royal
264271,Royal
864562,Safety Green
864563,Safety Green
864564,Safety Green
864565,Safety Green
864571,Safety Green
431682,Black
431683,Black
431684,Black
431685,Black
431691,Black
431702,Midnight Navy
431703,Midnight Navy
431704,Midnight Navy
431705,Midnight Navy
431711,Midnight Navy
431722,Skyline Blue
431723,Skyline Blue
431724,Skyline Blue
431725,Skyline Blue
431731,Skyline Blue
431742,Varsity Red
431743,Varsity Red
431744,Varsity Red
431745,Varsity Red
431751,Varsity Red
431762,Vivid Green
431763,Vivid Green
431764,Vivid Green
431765,Vivid Green
431771,Vivid Green
431782,White
431783,White
431784,White
431785,White
431791,White
1314922,Light Blue
1314923,Light Blue
1314924,Light Blue
1314925,Light Blue
1314931,Light Blue
65611,White
65612,White
65613,White
65614,White
65615,White
65621,Ash
65622,Ash
65623,Ash
65624,Ash
65625,Ash
65631,Oxford
65632,Oxford
65633,Oxford
65634,Oxford
65635,Oxford
65641,Black
65642,Black
65643,Black
65644,Black
65645,Black
65651,Navy
65652,Navy
65653,Navy
65654,Navy
65655,Navy
65671,True Red
65672,True Red
65673,True Red
65674,True Red
65675,True Red
65681,California Blu
65682,California Blu
65683,California Blu
65684,California Blu
65685,California Blu
69481,Deep Purple
69482,Deep Purple
69483,Deep Purple
69484,Deep Purple
69485,Deep Purple
159421,Burnt Orange
159422,Burnt Orange
159423,Burnt Orange
159424,Burnt Orange
159425,Burnt Orange
159431,Gold
159432,Gold
159433,Gold
159434,Gold
159435,Gold
174871,Light Blue
174872,Light Blue
174873,Light Blue
174874,Light Blue
174875,Light Blue
306301,Kelly
306302,Kelly
306303,Kelly
306304,Kelly
306305,Kelly
306311,Forest
306312,Forest
306313,Forest
306314,Forest
306315,Forest
306321,Maroon
306322,Maroon
306323,Maroon
306324,Maroon
306325,Maroon
306331,Island Yellow
306332,Island Yellow
306333,Island Yellow
306334,Island Yellow
306335,Island Yellow
466021,Kiwi
466022,Kiwi
466023,Kiwi
466024,Kiwi
466025,Kiwi
466041,Cyber Pink
466042,Cyber Pink
466043,Cyber Pink
466044,Cyber Pink
466045,Cyber Pink
590201,Safety Green
590202,Safety Green
590203,Safety Green
590204,Safety Green
590205,Safety Green
602931,Royal
602932,Royal
602933,Royal
602934,Royal
602935,Royal
602941,Classic Pink
602942,Classic Pink
602943,Classic Pink
602944,Classic Pink
602945,Classic Pink
602951,Columbia Blue
602952,Columbia Blue
